IDENT,AGE10,CA0ACATAEU_15,CA0AREGIONF_15,CA0AREG_15,CA11,CA12,CA20_15,CA23A,CA23C,CA23D,CA23E,CA23F,CA23G,CA24,CA25,CA26,CA7,CA8,CA8B3,OS1,PER1,Q1,Q31,STRADEF,CA23C_DETAIL_1,CA23C_DETAIL_10,CA23C_DETAIL_11,CA23C_DETAIL_12,CA23C_DETAIL_13,CA23C_DETAIL_14,CA23C_DETAIL_15,CA23C_DETAIL_16,CA23C_DETAIL_17,CA23C_DETAIL_18,CA23C_DETAIL_2,CA23C_DETAIL_3,CA23C_DETAIL_4,CA23C_DETAIL_6,CA23C_DETAIL_7,CA23C_DETAIL_8,CA23C_DETAIL_9,CA23G_1,CA23G_2,CA23G_3,CA23G_4,CA23G_5,CA26_8,CONTRAT_15,LIEUNAIS,PHD,PONDEF,REGETAB,SALPRS_15,SITDE_15,TAPE,TAPI,ZUS
N0180617,19,300,NORD-PAS-DE-CALAIS,31,7,1,2,2,,,,,,2,,,,,,2,1,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02T,93.35962238,31,1346,1,5,,2
N0180734,19,120,NORD-PAS-DE-CALAIS,31,3,1,2,2,,,,,,2,,,,,,2,1,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,04T,61.025138837,31,703,1,0,,2
N0180755,19,112,NORD-PAS-DE-CALAIS,31,2,1,1,1,8,2,2,,,2,,,,,,2,2,2,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00,03I,67.802930532,31,,2,5,,2
N0180759,19,111,NORD-PAS-DE-CALAIS,31,1,1,2,2,,,,,,1,3,7,,,,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,0,04 Emploi à durée déterminée,00,02T,55.149081534,31,1383,1,22,,1
N0181062,19,111,NORD-PAS-DE-CALAIS,31,7,3,2,2,,,,,,2,,,,,,1,1,1,2,19,,,,,,,,,,,,,,,,,,,,,,,,,00,05,54.225352715,31,,2,7,,2
N0181336,19,211,NORD-PAS-DE-CALAIS,31,7,3,1,2,,,,,,2,,,,,,2,1,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,00,01,64.584476593,31,,3,5,,2
N0181378,20,120,NORD-PAS-DE-CALAIS,31,2,1,1,2,,,,,,2,,,4,,,2,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,40.671986182,31,1800,1,2,2,2
N0181392,19,112,LANGUEDOC-ROUSSILLON,91,2,2,2,2,,,,,,2,,,,,,2,1,1,2,13,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,03I,39.691267061,31,1239,1,11,,2
N0181523,19,111,NORD-PAS-DE-CALAIS,31,,1,2,2,,,,,,2,,,,,,2,2,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,44.422878278,31,1524,1,15,15,1
N0181527,19,111,NORD-PAS-DE-CALAIS,31,2,7,2,2,,,,,,1,1,7,,,,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,0,,00,03T,65.428894294,31,,2,9,,1
N0181574,19,211,NORD-PAS-DE-CALAIS,31,2,3,2,2,,,,,,2,,,,,,2,1,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02T,40.37372808,31,1570,1,6,,2
N0181600,20,111,NORD-PAS-DE-CALAIS,31,,7,2,2,,,,,,2,,,,,,2,2,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,55.023620163,31,920,1,11,11,2
N0181701,19,111,NORD-PAS-DE-CALAIS,31,2,1,2,2,,,,,,2,,,,,,2,1,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,00,03T,60.150050913,31,,4,,,2
N0181786,19,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,1,1,2,13,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,37.476494561,31,1671.3125,1,0,49,2
N0181859,19,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,1,2,6,,,,2,2,2,2,17,,,,,,,,,,,,,,,,,,,,,,,0,03 Contrat aidé,00,03T,51.066099728,31,1261,1,27,,2
N0181940,19,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,1,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,00,05,67.607647116,31,,5,3,,1
N0181984,20,111,NORD-PAS-DE-CALAIS,31,,7,2,2,,,,,,2,,,,,,1,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,01,60.08961629,31,1783,1,24,,2
N0182052,20,111,NORD-PAS-DE-CALAIS,31,7,1,1,2,,,,,,2,,,3,4,1,1,2,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,02T,133.31870399,31,1149,1,0,49,2
N0182144,19,112,NORD-PAS-DE-CALAIS,31,1,3,2,2,,,,,,2,,,,,,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,02T,30.786915639,31,1540,1,2,,2
N0182259,20,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,1,2,5,,,,2,1,2,1,13,,,,,,,,,,,,,,,,,,,,,,,0,04 Emploi à durée déterminée,00,03I,57.107294847,31,1374,1,2,2,2
N0182284,19,112,NORD-PAS-DE-CALAIS,31,1,2,2,2,,,,,,2,,,,,,2,1,1,2,12,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03T,38.945749938,31,1733.328125,1,0,5,2
N0182301,19,111,NORD-PAS-DE-CALAIS,31,1,2,1,2,,,,,,2,,,,,,1,1,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,35.831178118,31,731,1,12,45,2
N0182326,19,221,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,1,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,04T,38.835747387,31,1534,1,1,30,2
N0182479,19,111,NORD-PAS-DE-CALAIS,31,3,1,2,2,,,,,,2,,,,,,2,1,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,01,49.426600022,31,473,1,,,2
N0182492,22,120,NORD-PAS-DE-CALAIS,31,4,1,2,2,,,,,,2,,,,,,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,02T,34.92289243,31,1449,1,5,,2
N0182494,19,112,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,2,,,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,35.914693103,31,,3,,,2
N0182524,20,112,NORD-PAS-DE-CALAIS,31,3,2,2,1,45,2,2,,,2,,,1,,,2,1,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,03 Contrat aidé,00,04T,44.650966402,31,1215,1,28,,2
N0182540,20,111,NORD-PAS-DE-CALAIS,31,2,3,2,2,,,,,,1,1,5,,,,2,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",00,03I,69.456388746,31,2125,1,1,29,2
N0182551,20,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,2,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,58.185186383,31,,2,,,2
N0182610,20,111,NORD-PAS-DE-CALAIS,31,,7,2,2,,,,,,2,,,,,,2,2,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,01,64.865193853,31,2436,1,0,48,2
N0182709,19,111,NORD-PAS-DE-CALAIS,31,7,1,2,2,,,,,,2,,,,2,,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,00,01,73.545079133,31,,2,13,,2
N0182721,19,111,NORD-PAS-DE-CALAIS,31,7,3,2,2,,,,,,2,,,,1,,2,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02T,34.106127259,31,1410,1,3,,2
N0182950,19,112,NORD-PAS-DE-CALAIS,31,1,1,2,2,,,,,,2,,,,,,2,1,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,24.65013007,31,1300,1,1,33,2
N0183136,19,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,1,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,40.844636638,31,1200,1,5,35,2
N0183167,19,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,1,1,2,13,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,41.839510033,31,2366.625,1,2,2,2
N0183345,19,111,NORD-PAS-DE-CALAIS,31,1,1,1,1,8,2,2,,,2,,,,,,2,2,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,00,01,62.845515327,31,,2,5,,2
N0183416,19,111,NORD-PAS-DE-CALAIS,31,2,5,2,2,,,,,,2,,,,,,2,1,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,47.32118282,31,1863,1,1,22,2
N0183435,19,120,NORD-PAS-DE-CALAIS,31,2,3,1,1,16,4,2,,,2,,,,,,2,1,2,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,00,02T,75.967444587,31,,2,,,1
N0183495,20,111,NORD-PAS-DE-CALAIS,31,2,2,1,2,,,,,,2,,,,,,1,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,00,03I,35.502062796,31,,5,2,,2
N0183522,19,111,NORD-PAS-DE-CALAIS,31,5,5,2,2,,,,,,1,2,2,,2,,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,0,03 Contrat aidé,00,02T,31.812518092,31,1458,1,0,,2
N0183567,19,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,1,1,2,13,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,58.12016449,31,1625,1,3,29,2
N0183597,21,111,NORD-PAS-DE-CALAIS,31,3,1,2,2,,,,,,2,,,,4,,1,1,1,2,29,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06T,48.384793527,31,1486,1,0,32,2
N0183657,18,111,NORD-PAS-DE-CALAIS,31,3,7,2,2,,,,,,2,,,,,,2,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,37.473085925,31,,5,,,2
N0183818,18,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,1,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,00,01,54.482838594,31,,2,14,,2
N0183852,18,111,NORD-PAS-DE-CALAIS,31,7,7,1,2,,,,,,2,,,,,,1,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,47.069571791,31,,3,,,2
N0183893,18,111,ÎLE-DE-FRANCE,11,1,2,2,2,,,,,,2,,,,,,1,1,1,2,19,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,04T,40.138865657,31,1518.328125,1,11,,1
N0184021,18,111,NORD-PAS-DE-CALAIS,31,,2,2,2,,,,,,2,,,,,,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,34.250169302,31,1622.6640625,1,27,34,2
N0184082,18,111,NORD-PAS-DE-CALAIS,31,3,3,2,2,,,,,,2,,,,,,2,2,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,05,94.176390268,11,1302,1,0,,2
N0184107,18,120,NORD-PAS-DE-CALAIS,31,7,2,2,2,,,,,,2,,,,,,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,48.384044428,31,,4,,,2
N0184108,18,111,NORD-PAS-DE-CALAIS,31,7,7,1,1,6,2,2,,,2,,,,,,2,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,00,01,39.496768791,31,,2,30,,2
N0184118,18,111,NORD-PAS-DE-CALAIS,31,2,2,1,2,,,,,,2,,,,,,2,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,46.172210847,31,,3,,,2
N0184170,18,111,NORD-PAS-DE-CALAIS,31,6,1,1,2,,,,,,1,3,12,2,,,1,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",07,01,43.648310398,31,1533,1,29,48,2
N0184279,18,111,NORD-PAS-DE-CALAIS,31,2,2,1,1,8,2,2,,,2,,,,,,2,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,00,01,77.11891677,31,,3,,,2
N0184377,18,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02I,28.662333856,31,1380,1,2,,2
N0184447,18,111,NORD-PAS-DE-CALAIS,31,1,2,2,2,,,,,,2,,,,,,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,33.069305763,31,1333.328125,1,0,16,2
N0184553,18,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,02I,36.93963742,31,1500,1,,,2
N0184593,19,111,NORD-PAS-DE-CALAIS,31,2,1,2,2,,,,,,2,,,,,,2,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,40.119888596,31,,3,0,,2
N0184765,18,111,ÎLE-DE-FRANCE,11,7,7,2,2,,,,,,2,,,,,,2,1,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,43.308302974,31,1481,1,20,65,2
N0184866,18,211,NORD-PAS-DE-CALAIS,31,,2,2,2,,,,,,2,,,,,,1,2,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,01,81.674597035,31,1181,1,4,,2
N0185095,18,112,NORD-PAS-DE-CALAIS,31,2,4,2,2,,,,,,2,,,,,,2,1,1,2,19,,,,,,,,,,,,,,,,,,,,,,,,,00,04T,39.837513432,31,,5,9,,2
N0185178,18,111,NORD-PAS-DE-CALAIS,31,,3,1,2,,,,,,2,,,,,,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,54.269530954,31,,3,,,2
N0185338,18,111,NORD-PAS-DE-CALAIS,31,4,2,2,2,,,,,,2,,,2,,,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,00,01,43.169634539,31,,2,,,2
N0185358,18,111,NORD-PAS-DE-CALAIS,31,,3,2,2,,,,,,2,,,,,,2,1,1,2,19,,,,,,,,,,,,,,,,,,,,,,,,,00,04T,53.677587977,31,,2,2,33,2
N0185450,19,111,NORD-PAS-DE-CALAIS,31,2,2,2,1,8,1,2,,,2,,,,,,1,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,03 Contrat aidé,00,02T,54.581247208,31,1113,1,0,,2
N0185487,18,111,NORD-PAS-DE-CALAIS,31,7,3,2,2,,,,,,2,,,,,,2,2,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,01,43.65955663,31,1287,1,7,,2
N0185547,18,111,NORD-PAS-DE-CALAIS,31,7,7,1,2,,,,,,2,,,,,,2,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,64.519255814,31,2316.625,1,5,29,2
N0185602,18,111,NORD-PAS-DE-CALAIS,31,5,2,2,2,,,,,,2,,,,,,2,1,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,43.315513967,31,,5,0,5,2
N0185628,18,111,NORD-PAS-DE-CALAIS,31,,2,2,2,,,,,,1,2,7,,,,2,1,2,2,8,,,,,,,,,,,,,,,,,,,,,,,0,,00,02T,42.690862265,31,,2,,,2
N0185681,18,112,NORD-PAS-DE-CALAIS,31,7,2,2,2,,,,,,2,,,,,,2,1,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,05,70.090347929,31,1160,1,3,13,2
N0185984,19,112,NORD-PAS-DE-CALAIS,31,7,7,1,2,,,,,,2,,,,,,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,00,01,84.057796562,31,,2,,,2
N0185993,19,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,01,50.911536712,31,1250,1,0,12,2
N0185997,18,112,RHÔNE-ALPES,82,7,2,2,2,,,,,,2,,,,,,1,1,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02T,56.041321889,31,1160,1,16,,2
N0186027,19,112,NORD-PAS-DE-CALAIS,31,2,7,2,2,,,,,,2,,,,,,2,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,42.28949771,72,1286,1,6,30,2
N0186047,18,111,NORD-PAS-DE-CALAIS,31,1,3,2,2,,,,,,2,,,,,,2,1,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,,00,01,97.035339419,31,,2,0,0,2
N0186267,18,111,NORD-PAS-DE-CALAIS,31,1,7,2,2,,,,,,2,,,,2,,2,2,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,05,63.282908863,31,765,1,26,26,2
N0186306,18,300,NORD-PAS-DE-CALAIS,31,1,2,2,2,,,,,,1,2,5,,,,2,1,2,2,18,,,,,,,,,,,,,,,,,,,,,,,0,,00,05,53.764030409,31,,5,,,2
N0186307,19,221,NORD-PAS-DE-CALAIS,31,1,1,2,2,,,,,,2,,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,01,40.902307442,31,,1,0,,2
N0186366,20,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,4,4,2,2,1,1,3,19,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,05,04T,67.464195961,31,,1,35,,2
N0186473,19,211,NORD-PAS-DE-CALAIS,31,2,1,1,2,,,,,,2,,,,,,1,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,88.593166399,31,1483.328125,1,27,27,2
N0186519,18,111,NORD-PAS-DE-CALAIS,31,2,1,1,2,,,,,,2,,,,,,2,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,00,01,82.650617782,31,,2,20,,2
N0186529,19,112,NORD-PAS-DE-CALAIS,31,7,7,1,1,7,4,2,,,2,,,,,,1,1,2,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,00,02T,45.597606936,31,,2,,,2
N0186548,18,120,NORD-PAS-DE-CALAIS,31,,2,1,2,,,,,,2,,,,,,2,1,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,136.05592765,31,,2,7,,2
N0186741,19,111,NORD-PAS-DE-CALAIS,31,3,2,2,2,,,,,,1,3,14,1,1,2,2,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,0,,00,01,71.700029341,31,,2,2,,1
N0186878,18,111,NORD-PAS-DE-CALAIS,31,4,4,2,2,,,,,,2,,,,,,2,1,1,2,17,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,04I,57.791936026,31,1550,1,0,22,2
N0187244,19,111,NORD-PAS-DE-CALAIS,31,,1,2,2,,,,,,3,,,,,,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,33.810730894,31,,2,,,2
N0187248,18,111,NORD-PAS-DE-CALAIS,31,,1,2,2,,,,,,2,,,,,,1,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02I,69.98304484,31,1383,1,8,,2
N0187583,18,111,NORD-PAS-DE-CALAIS,31,2,1,2,2,,,,,,2,,,2,2,1,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,00,01,33.513474677,31,,2,13,,2
N0187592,19,111,NORD-PAS-DE-CALAIS,31,,1,1,2,,,,,,2,,,1,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,00,01,61.601098441,31,,3,0,,2
N0187663,19,111,NORD-PAS-DE-CALAIS,31,1,1,2,2,,,,,,2,,,,,,1,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,00,01,56.652794729,31,,2,12,,2
N0187703,19,111,NORD-PAS-DE-CALAIS,31,,,2,1,267,2,1,1,1,2,,,,,,1,2,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,,00,01,43.531035109,31,,2,31,,2
N0187728,18,111,NORD-PAS-DE-CALAIS,31,7,1,2,1,8,2,2,,,1,1,5,,,,2,2,2,2,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,04 Emploi à durée déterminée,00,05,52.347937303,31,1290,1,0,,2
N0187770,19,300,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,29.895642039,31,1408,1,0,15,2
N0187771,18,211,NORD-PAS-DE-CALAIS,31,7,7,2,1,17,2,1,1,23,2,,,,,,2,1,1,2,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,,00,01,59.71803592,31,,2,,,2
N0187919,18,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,1,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,01,50.469673381,31,1136,1,2,,2
N0188133,18,111,NORD-PAS-DE-CALAIS,31,,1,2,2,,,,,,2,,,4,,,1,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,01,40.320406892,31,,1,7,7,2
N0188141,18,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,42.366713063,31,1687,1,4,53,2
N0188148,18,111,NORD-PAS-DE-CALAIS,31,,,2,2,,,,,,2,,,,,,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,00,01,79.066983106,31,,3,,,2
N0188304,18,111,NORD-PAS-DE-CALAIS,31,7,1,1,2,,,,,,2,,,,,,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,58.473085981,31,2200,1,0,5,2
N0188384,20,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,1,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,01,93.348232155,31,1436,1,0,57,2
N0188634,18,111,NORD-PAS-DE-CALAIS,31,,,1,2,,,,,,2,,,,,,1,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,01,59.11471492,31,1352,1,,,1
N0188643,18,111,NORD-PAS-DE-CALAIS,31,2,1,2,2,,,,,,2,,,,,,1,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,62.824743926,31,,2,,,1
N0188648,18,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,1,2,2,18,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,05,48.181240139,31,1227,1,0,,2
N0189263,18,300,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,2,1,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02T,34.033330417,31,1281,1,24,,2
N0189370,19,111,NORD-PAS-DE-CALAIS,31,1,3,2,2,,,,,,2,,,,,,1,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02I,50.488034282,31,946,1,14,,2
N0189414,19,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,,,,,,2,,,,,,1,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,40.726559524,31,1506,1,11,42,2
N0189444,19,111,NORD-PAS-DE-CALAIS,31,3,3,1,2,,,,,,1,2,9,,,,1,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,0,03 Contrat aidé,00,02I,36.61267925,31,1263,1,9,,2
N0189630,18,120,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02T,57.569832357,31,1481,1,0,52,2
N0189954,18,120,NORD-PAS-DE-CALAIS,31,1,1,2,2,,,,,,2,,,,,,2,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,00,01,55.522980366,31,,2,,,2
N0189962,19,120,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,37.765438758,31,,2,,,2
N0190171,19,111,NORD-PAS-DE-CALAIS,31,7,2,1,2,,,,,,2,,,,,,2,2,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02T,83.732877941,31,1272,1,25,,2
N0190415,18,111,NORD-PAS-DE-CALAIS,31,7,7,1,2,,,,,,2,,,,,,2,1,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,48.852520825,31,,2,,,2
N0190510,18,111,NORD-PAS-DE-CALAIS,31,7,2,2,2,,,,,,2,,,,,,1,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,00,01,74.412307779,31,,2,,,2
N0190516,19,112,NORD-PAS-DE-CALAIS,31,7,1,2,2,,,,,,2,,,,,,1,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02I,43.661557635,31,745,1,20,,2
N0190815,18,111,NORD-PAS-DE-CALAIS,31,3,7,2,2,,,,,,2,,,,,,1,2,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,00,01,85.482604526,31,,2,,,1
N0190844,18,111,NORD-PAS-DE-CALAIS,31,7,7,2,2,,,,,,2,,,,,,2,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,64.777067846,31,,2,23,,2
N0190854,18,112,NORD-PAS-DE-CALAIS,31,,1,2,2,,,,,,2,,,,,,1,2,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,02T,34.31917171,31,1225,1,25,,2
N0190879,18,111,NORD-PAS-DE-CALAIS,31,2,1,1,2,,,,,,2,,,,,,1,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,91.458814207,31,1800,1,0,19,2
N0190938,17,111,NORD-PAS-DE-CALAIS,31,1,1,1,2,,,,,,2,,,,,,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,02T,36.316525503,31,1265,1,13,,1
N0190976,17,112,NORD-PAS-DE-CALAIS,31,7,2,2,2,,,,,,2,,,,,,1,2,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,01,65.85894048,31,1273,1,,,2
