IDENT,AGE10,CA0ACATAEU_15,CA0AREGIONF_15,CA0AREG_15,CA11,CA12,CA20_15,CA23A,CA23C,CA23D,CA23E,CA23F,CA23G,CA24,CA25,CA26,CA7,CA8,CA8B3,OS1,PER1,Q1,Q31,STRADEF,CA23C_DETAIL_1,CA23C_DETAIL_10,CA23C_DETAIL_11,CA23C_DETAIL_12,CA23C_DETAIL_13,CA23C_DETAIL_14,CA23C_DETAIL_15,CA23C_DETAIL_16,CA23C_DETAIL_17,CA23C_DETAIL_18,CA23C_DETAIL_2,CA23C_DETAIL_3,CA23C_DETAIL_4,CA23C_DETAIL_6,CA23C_DETAIL_7,CA23C_DETAIL_8,CA23C_DETAIL_9,CA23G_1,CA23G_2,CA23G_3,CA23G_4,CA23G_5,CA26_8,CONTRAT_15,LIEUNAIS,PHD,PONDEF,REGETAB,SALPRS_15,SITDE_15,TAPE,TAPI,ZUS
C0033147,23,111,RHÔNE-ALPES,82,2,2,2,2,,,,,,2,,,,,,2,1,1,2,47,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,13M,35.121104658,26,2492,1,0,0,2
C0033151,28,111,ÎLE-DE-FRANCE,11,6,4,1,2,,,,,,1,1,9,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",00,18L,9.359301109,11,2363,1,0,0,2
C0033184,23,211,FRANCHE-COMTÉ,43,1,2,2,2,,,,,,2,,,,,,1,1,1,2,34,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,09M,37.01298167,43,1967,1,0,6,2
C0033227,23,211,BOURGOGNE,26,4,4,2,2,,,,,,2,,,3,,,1,1,2,1,20,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,03T,37.367707772,43,1558,1,0,9,2
C0033397,22,111,FRANCHE-COMTÉ,43,,4,2,2,,,,,,2,,,,,,1,1,2,2,38,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,10L,58.358013126,11,1536.6640625,1,4,48,2
C0033491,22,111,FRANCHE-COMTÉ,43,5,5,2,2,,,,,,2,,,,,,2,1,1,2,39,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,10M,26.295179118,43,1856,1,0,0,2
C0033492,22,112,FRANCHE-COMTÉ,43,1,2,2,2,,,,,,2,,,,,,1,1,2,2,34,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,09M,51.722337442,72,2025,1,0,6,2
C0033496,22,112,FRANCHE-COMTÉ,43,2,3,1,2,,,,,,2,,,,,,1,1,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03T,32.318838811,43,2100,1,0,0,2
C0033519,23,112,FRANCHE-COMTÉ,43,1,1,2,2,,,,,,2,,,,,,1,1,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,09M,31.29107473,43,2004,1,4,6,2
C0033752,22,111,FRANCHE-COMTÉ,43,1,1,2,2,,,,,,1,1,14,4,4,1,1,2,2,2,20,,,,,,,,,,,,,,,,,,,,,,,0,03 Contrat aidé,00,04T,29.491132199,43,670,1,16,,1
C0033836,28,111,HAUTE-NORMANDIE,23,1,1,1,2,,,,,,2,,,,,,1,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,6.7463761971,23,2333.328125,1,0,0,2
C0033853,29,111,PAYS DE LA LOIRE,52,1,1,2,2,,,,,,2,,,3,3,2,2,1,1,3,47,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",07,13M,26.488519109,54,2040,1,0,12,2
C0033921,28,400,PROVENCE-ALPES-CÔTE D'AZUR,93,6,3,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,3.2407098682,54,2600,1,0,0,2
C0034386,21,111,AQUITAINE,72,2,4,2,2,,,,,,2,,,,,,2,1,2,2,34,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,09L,112.05284489,11,1346.65625,1,6,46,2
C0034718,21,112,AQUITAINE,72,7,2,2,1,2,2,2,,,2,,,,,,1,1,2,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,01 Non salarié,00,05,73.563845908,72,,1,0,0,2
C0034923,21,111,AQUITAINE,72,2,4,2,2,,,,,,2,,,1,,,1,1,1,2,34,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,09M,56.867776966,72,1800,1,0,0,2
C0035097,21,111,AQUITAINE,72,7,1,2,2,,,,,,2,,,,,,1,1,1,2,34,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,09L,48.781251036,91,1870,1,2,2,2
C0035331,21,111,AQUITAINE,72,2,2,2,2,,,,,,2,,,,,,2,1,2,2,34,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,09M,57.113152184,54,1408,1,0,,2
C0035390,22,111,AQUITAINE,72,6,5,2,2,,,,,,2,,,,,,1,2,1,2,21,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,04T,39.889133668,72,1354,1,,,2
C0035476,21,112,AQUITAINE,72,2,1,1,2,,,,,,2,,,,,,1,1,2,2,33,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,08,55.330215663,72,1842,1,0,0,2
C0035557,21,111,AQUITAINE,72,,3,2,2,,,,,,2,,,,1,,2,2,1,2,21,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,05,54.61251318,72,380,1,0,6,2
C0035612,21,111,AQUITAINE,72,2,2,2,2,,,,,,2,,,,,,2,1,1,2,39,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,07I,67.601445924,72,1585,1,2,26,2
C0035723,21,111,AQUITAINE,72,1,3,2,2,,,,,,1,1,2,3,,,1,2,2,2,20,,,,,,,,,,,,,,,,,,,,,,,0,04 Emploi à durée déterminée,00,04T,71.399306321,72,1500,1,0,,2
C0035797,21,111,AQUITAINE,72,2,2,2,2,,,,,,2,,,,,,1,1,2,2,34,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,09L,26.192560751,74,1504,1,0,0,2
C0035954,22,111,AQUITAINE,72,7,7,1,2,,,,,,2,,,2,2,1,1,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06T,58.574650497,72,1550.328125,1,0,25,1
C0036122,20,111,ÎLE-DE-FRANCE,11,1,1,2,2,,,,,,2,,,,,,2,1,2,2,29,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06T,71.394854794,72,1591,1,1,50,2
C0036249,20,111,AQUITAINE,72,1,1,1,2,,,,,,1,1,4,,,,2,1,1,2,20,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",00,05,38.644000049,72,1633.65625,1,0,32,2
C0036338,20,111,AQUITAINE,72,2,3,2,2,,,,,,2,,,,,,2,1,1,2,26,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,71.45186451,73,1728,1,12,21,2
C0036416,20,111,LANGUEDOC-ROUSSILLON,91,2,1,2,2,,,,,,2,,,,,,2,1,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,04T,42.822295888,72,1280,1,0,0,2
C0036494,19,111,ÎLE-DE-FRANCE,11,,3,2,2,,,,,,2,,,,,,1,1,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06T,55.025558371,72,909,1,0,0,2
C0036501,20,111,AQUITAINE,72,7,7,2,2,,,,,,2,,,,,,2,1,1,2,20,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,05,57.109312981,72,2200,1,0,21,1
C0036531,20,111,MIDI-PYRÉNÉES,73,1,1,2,2,,,,,,2,,,,,,1,1,1,2,26,,,,,,,,,,,,,,,,,,,,,,,,,00,06I,75.265852693,72,,5,0,,2
C0036780,27,111,MIDI-PYRÉNÉES,73,1,3,1,2,,,,,,2,,,,,,1,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,4.2768504146,83,2167,1,0,18,2
C0036804,20,111,ÎLE-DE-FRANCE,11,2,2,2,2,,,,,,2,,,1,1,1,2,1,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,,00,04T,48.608802876,72,,5,4,27,2
C0037064,20,300,AQUITAINE,72,2,7,2,2,,,,,,1,2,5,,,,2,1,2,2,20,,,,,,,,,,,,,,,,,,,,,,,0,03 Contrat aidé,00,04T,40.048539822,72,1080,1,0,,2
C0037101,20,111,AQUITAINE,72,2,5,2,1,8,3,2,,,2,,,,,,1,1,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,"02 CDI, Fonctionnaire",00,06T,37.431530932,72,1271,1,9,9,2
C0037791,19,111,AQUITAINE,72,2,4,2,2,,,,,,1,2,59,,,,2,1,2,2,20,,,,,,,,,,,,,,,,,,,,,,,0,,00,05,95.814026378,72,,5,3,,2
C0037882,19,300,AQUITAINE,72,2,2,2,1,8,4,2,,,2,,,,,,1,1,2,2,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,05 Intérim,00,05,60.14290865,72,,1,2,,2
C0037975,22,111,AQUITAINE,72,,5,2,2,,,,,,2,,,3,4,2,1,1,1,3,20,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03T,40.140440857,72,1400,1,4,4,2
C0038126,25,111,AQUITAINE,72,5,6,2,1,2,1,2,,,2,,,,,,1,1,1,2,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,04 Emploi à durée déterminée,00,13L,52.793617702,52,2300,1,0,,2
C0038260,19,111,AQUITAINE,72,2,2,2,1,8,2,2,,,2,,,,,,2,1,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,04 Emploi à durée déterminée,00,05,66.718896669,72,1230,1,22,,2
C0038373,19,111,AQUITAINE,72,2,4,2,2,,,,,,2,,,,,,1,1,1,2,20,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,05,86.843399054,72,2200,1,0,,2
C0038433,19,111,AQUITAINE,72,7,1,2,2,,,,,,2,,,2,2,2,1,1,1,2,20,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,09,04T,50.88810002,72,1483.328125,1,2,,2
C0038678,19,111,AQUITAINE,72,1,4,2,2,,,,,,2,,,,,,2,1,1,2,20,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,04T,53.325420227,72,1842,1,3,28,2
C0038768,27,111,AQUITAINE,72,,4,2,2,,,,,,2,,,,,,1,1,2,2,40,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,13L,42.330177645,72,2167,1,6,19,2
C0038893,24,111,ÎLE-DE-FRANCE,11,6,6,2,2,,,,,,2,,,,,,2,1,1,2,20,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,13L,27.737619346,72,3241.3125,1,31,31,2
C0038951,20,111,PAYS DE LA LOIRE,52,6,4,1,2,,,,,,2,,,,,,2,1,1,2,20,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,05,96.078131853,72,1310,1,0,,2
C0039223,20,111,POITOU-CHARENTES,54,6,5,2,2,,,,,,2,,,,,,2,2,1,3,20,,,,,,,,,,,,,,,,,,,,,,,,,00,05,36.180298108,72,,5,,,2
C0039253,33,111,AQUITAINE,72,4,3,1,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,5.3762098949,72,2100,1,5,29,2
C0039288,30,111,AQUITAINE,72,5,3,1,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,3.2695210946,72,3200,1,0,0,2
C0039296,33,111,AQUITAINE,72,6,4,2,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,3.9514747066,72,2221,1,5,5,2
C0039302,32,111,POITOU-CHARENTES,54,1,1,1,2,,,,,,2,,,,,,1,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,4.3515127325,72,1900,1,0,0,2
C0039303,30,120,MARTINIQUE,02,2,1,2,2,,,,,,2,,,,,,1,2,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,4.4880813032,72,3625,1,0,20,2
C0039323,30,111,AQUITAINE,72,4,3,2,2,,,,,,2,,,,,,1,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,,00,18L,6.527842295,72,,2,0,12,2
C0039344,32,111,ÎLE-DE-FRANCE,11,6,6,1,2,,,,,,2,,,,,,2,2,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,4.076388986,11,2583.328125,1,0,0,2
C0039394,30,111,ÎLE-DE-FRANCE,11,5,7,2,2,,,,,,2,,,,,,2,1,1,2,40,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,12M,39.903729013,11,,1,0,,2
C0039437,30,111,ÎLE-DE-FRANCE,11,4,4,2,2,,,,,,2,,,,,,2,1,1,2,50,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,17,47.49137004,73,2615,1,6,42,2
C0039439,29,111,MIDI-PYRÉNÉES,73,6,6,1,2,,,,,,2,,,,,,2,1,2,2,50,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,17,40.722716019,83,2884,1,0,0,2
C0039466,32,111,ÎLE-DE-FRANCE,11,1,4,1,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,4.8618744823,11,1481,1,24,44,2
C0039482,31,111,MIDI-PYRÉNÉES,73,5,4,2,1,8,3,2,,,2,,,,,,1,1,2,2,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,04 Emploi à durée déterminée,00,04T,79.544596103,72,1500,1,8,,2
C0039491,33,111,AQUITAINE,72,1,3,2,1,17,4,1,13,2,2,,,,,,2,1,2,2,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,"02 CDI, Fonctionnaire",00,10L,51.041148005,72,1083,1,0,0,2
C0039494,32,111,MIDI-PYRÉNÉES,73,5,3,2,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,4.8229442875,73,1840,1,11,58,2
C0039526,28,111,RHÔNE-ALPES,82,2,4,2,2,,,,,,2,,,,,,1,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,8.2112058364,41,2100,1,0,23,2
C0039535,30,111,ÎLE-DE-FRANCE,11,5,4,1,2,,,,,,2,,,,,,1,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,3.5274664385,72,1440,1,0,0,2
C0039564,29,111,LIMOUSIN,74,7,4,2,2,,,,,,2,,,,,,1,1,1,2,38,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,13L,49.99420829,83,2901,1,3,3,2
C0039601,29,111,AQUITAINE,72,1,1,1,2,,,,,,2,,,3,3,1,1,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,,00,18L,3.3163817665,72,,3,8,,2
C0039614,29,111,AQUITAINE,72,6,6,1,1,7,3,2,,,2,,,,,,2,1,2,2,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"02 CDI, Fonctionnaire",00,17,45.11050315,72,4000,1,0,37,1
C0039617,29,111,MIDI-PYRÉNÉES,73,5,5,1,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,4.5249636702,73,2000,1,0,0,2
C0039634,29,111,AQUITAINE,72,6,3,2,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,18M,6.9821711034,26,1640,1,2,,2
C0039651,29,111,ÎLE-DE-FRANCE,11,5,6,1,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,5.459281386,72,2502,1,0,28,2
C0039657,29,112,CENTRE,24,1,1,1,2,,,,,,2,,,3,3,1,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,3.5838320665,72,3000,1,0,0,2
C0039668,28,111,AQUITAINE,72,1,1,2,2,,,,,,2,,,,,,1,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,5.3153833931,72,2000,1,21,21,2
C0039670,28,111,POITOU-CHARENTES,54,7,5,2,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,18L,4.5217354858,72,2093,1,9,,2
C0039673,28,111,ÎLE-DE-FRANCE,11,4,1,2,2,,,,,,1,1,49,,,,1,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",00,18L,7.7981651229,11,2506,1,0,33,2
C0039683,28,112,ÎLE-DE-FRANCE,11,2,3,1,2,,,,,,2,,,,,,1,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,4.2696201517,11,1495,1,0,0,2
C0039698,28,111,LANGUEDOC-ROUSSILLON,91,4,4,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,,00,18M,4.2516198004,31,,2,0,,2
C0039708,28,111,AQUITAINE,72,3,4,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,18M,3.2461601517,72,1780,1,0,,2
C0039712,27,112,POITOU-CHARENTES,54,6,5,1,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,5.7118735212,72,3200,1,0,10,2
C0039728,29,111,BRETAGNE,53,2,3,2,2,,,,,,2,,,,,,2,1,1,1,52,,,,,,,,,,,,,,,,,,,,,,,,,00,18L,2.7733631081,72,,2,9,,2
C0039747,28,111,AQUITAINE,72,4,7,1,1,2,4,2,,,2,,,,,,2,1,2,2,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,04 Emploi à durée déterminée,00,18M,4.1868069947,72,2000,1,0,,2
C0039750,28,111,RHÔNE-ALPES,82,1,1,1,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,2.9224835855,72,2350,1,0,20,2
C0039755,28,111,LORRAINE,41,4,5,1,2,,,,,,2,,,,,,1,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,6.2616556212,73,2650,1,0,17,2
C0039759,28,112,PAYS DE LA LOIRE,52,6,5,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,3.3442625675,52,2387,1,3,8,2
C0039767,28,111,ÎLE-DE-FRANCE,11,1,1,2,2,,,,,,1,2,39,4,4,2,1,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",00,18M,3.8853419212,73,1512,1,29,29,2
C0039801,28,111,LIMOUSIN,74,6,4,1,2,,,,,,2,,,,1,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,6.6725790383,54,1495,1,0,45,2
C0039804,28,111,AQUITAINE,72,3,4,1,1,8,4,2,,,1,1,9,,,,2,1,2,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,0,,00,18M,3.6814418647,72,,2,7,,2
C0039812,28,111,ÎLE-DE-FRANCE,11,5,4,2,2,,,,,,2,,,,4,,1,1,2,2,40,,,,,,,,,,,,,,,,,,,,,,,,,00,10L,96.576653646,72,,5,19,,2
C0039816,28,111,ÎLE-DE-FRANCE,11,6,5,1,2,,,,,,2,,,,,,1,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,18L,4.3203323321,91,,1,0,,2
C0039822,28,111,BOURGOGNE,26,5,1,2,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,8.6612151995,22,1487,1,0,42,2
C0039828,28,111,ÎLE-DE-FRANCE,11,4,3,2,2,,,,,,1,2,5,,,,2,1,2,2,50,,,,,,,,,,,,,,,,,,,,,,,0,01 Non salarié,00,17,45.021341521,93,,1,0,,2
C0039856,27,111,MIDI-PYRÉNÉES,73,6,5,2,1,3,2,1,1,4,2,,,,,,2,1,1,2,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,"02 CDI, Fonctionnaire",00,18M,2.9729445356,24,2566.65625,1,2,2,2
C0039868,27,111,RHÔNE-ALPES,82,3,2,2,2,,,,,,2,,,,2,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,18M,7.0243990452,72,1180,1,9,,2
C0039875,27,112,AQUITAINE,72,,,1,2,,,,,,2,,,,,,1,1,2,2,46,,,,,,,,,,,,,,,,,,,,,,,,,00,13L,81.982331261,72,,3,0,,2
C0039877,27,111,AQUITAINE,72,7,1,1,2,,,,,,1,3,56,,,,1,2,2,2,40,,,,,,,,,,,,,,,,,,,,,,,0,,00,10L,67.964563585,72,,3,3,3,2
C0039887,27,111,LORRAINE,41,2,4,2,2,,,,,,2,,,,,,1,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,5.370850844,72,2508.328125,1,0,28,2
C0039923,27,111,PROVENCE-ALPES-CÔTE D'AZUR,93,3,5,2,2,,,,,,1,1,5,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",00,18M,6.7761277293,93,1896.6640625,1,5,24,2
C0039933,27,111,POITOU-CHARENTES,54,,3,2,2,,,,,,2,,,,,,1,1,2,2,47,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,13M,84.92068751,72,1564,1,0,24,2
C0039939,27,111,MIDI-PYRÉNÉES,73,5,5,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,2.8928987646,72,2366.65625,1,0,26,2
C0039946,26,111,AQUITAINE,72,1,3,2,1,8,2,2,,,2,,,,,,2,1,2,2,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"02 CDI, Fonctionnaire",00,18M,7.7601265591,72,2137,1,0,37,2
C0039956,27,111,ÎLE-DE-FRANCE,11,5,5,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,4.6737721467,11,2492,1,0,50,2
C0039960,20,111,BRETAGNE,53,1,5,2,2,,,,,,2,,,,,,2,1,1,2,46,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,12L,60.67072947,72,1700,1,0,0,2
C0039965,27,112,LANGUEDOC-ROUSSILLON,91,2,2,2,2,,,,,,2,,,,,,1,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,2.8396302809,72,2483.328125,1,0,21,2
C0039972,27,111,HAUTE-NORMANDIE,23,5,5,2,2,,,,,,2,,,,,,2,1,2,1,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18L,11.066694855,11,2466.65625,1,0,0,2
C0039979,26,111,ÎLE-DE-FRANCE,11,5,6,2,2,,,,,,2,,,,,,1,2,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,18M,8.6393356109,11,2193,1,2,,2
C0039996,27,111,AQUITAINE,72,5,5,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,,00,18M,5.7118735212,72,,2,0,,2
C0040025,27,111,AQUITAINE,72,1,1,1,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,3.5422636119,72,3340,1,0,10,2
C0040064,27,111,PROVENCE-ALPES-CÔTE D'AZUR,93,3,4,2,2,,,,,,2,,,,,,1,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,3.7965082637,73,3174,1,1,1,2
C0040087,27,111,ÎLE-DE-FRANCE,11,3,5,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,2.8885659158,73,2640,1,6,52,2
C0040095,27,111,LANGUEDOC-ROUSSILLON,91,3,4,2,2,,,,,,2,,,,,,1,1,1,2,36,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,13M,72.754044413,91,,1,,,1
C0040099,27,111,PAYS DE LA LOIRE,52,6,3,1,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,5.0737765368,52,2041.65625,1,0,8,2
C0040133,27,111,AQUITAINE,72,6,5,2,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,3.6183059423,72,2180,1,0,25,2
C0040174,26,111,AUVERGNE,83,3,4,2,2,,,,,,2,,,,,,2,1,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,18M,7.3318284238,72,1660,1,0,0,2
C0040240,26,111,MARTINIQUE,02,,4,2,2,,,,,,2,,,,,,1,1,2,2,46,,,,,,,,,,,,,,,,,,,,,,,,,00,13L,69.868363415,72,,2,6,9,2
C0040256,26,111,MIDI-PYRÉNÉES,73,6,5,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,18M,3.7061733666,72,1830,1,14,,2
C0040262,26,112,AQUITAINE,72,1,1,2,2,,,,,,2,,,3,,,2,1,1,2,20,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,09L,41.468358465,72,1366.65625,1,0,0,2
C0040270,26,111,AQUITAINE,72,1,1,2,2,,,,,,2,,,,,,1,2,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,,00,18M,4.3564632978,72,,2,0,,2
C0040286,26,111,AQUITAINE,72,2,2,2,2,,,,,,2,,,,,,2,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,18M,6.0633233283,72,2220,1,1,25,2
